sample_id,pair,actual_t1_s,actual_t2_s,mode,T1_C,T2_C,t1_s,t2_s,total_anneal_time_s,rank,loss,target_loss,target_delta_h_total_J_g,pred_delta_h_total_J_g,error_delta_h_total_J_g,target_peak_area_J_g,pred_peak_area_J_g,error_peak_area_J_g,target_recovery_index,pred_recovery_index,error_recovery_index,target_path_dependence_index,pred_path_dependence_index,error_path_dependence_index
kovacs_eig_01_007,50->70,10.000020000000001,1800.0,two_step,50,70,0.1002,10,10.1002,10,0.6832230504622128,0.6832230504622128,-1.193298130178259,-1.212634638949691,-0.019336508771431893,-1.9742909268451183,-1.8942406965010545,0.08005023034406378,0.8842756217858224,1.064572275033219,0.18029665324739652,-0.06779129471525303,-0.13997155290917587,-0.07218025819392285
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10.02,1200,1210.02,1,0.17543763879137944,0.17543763879137944,-0.9209352116157631,-0.908888594577256,0.012046617038507068,-1.8161675737894751,-1.8010367846067155,0.015130789182759674,0.6824451796922993,0.6827321242904361,0.000286944598136718,0.23945986149822052,0.18327359120698503,-0.05618627029123549
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1200,1210,2,0.17544609161828567,0.17544609161828567,-0.9209352116157631,-0.9091519063495808,0.01178330526618232,-1.8161675737894751,-1.8011647184087645,0.015002855380710667,0.6824451796922993,0.6830773685600383,0.0006321888677389698,0.23945986149822052,0.18318155928543323,-0.05627830221278729
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1200,1210,3,0.17544609161828567,0.17544609161828567,-0.9209352116157631,-0.9091519063495808,0.01178330526618232,-1.8161675737894751,-1.8011647184087645,0.015002855380710667,0.6824451796922993,0.6830773685600383,0.0006321888677389698,0.23945986149822052,0.18318155928543323,-0.05627830221278729
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10.02,1800,1810.02,4,0.2146140516333671,0.2146140516333671,-0.9209352116157631,-0.9329588212308242,-0.012023609615061104,-1.8161675737894751,-1.8087584599127917,0.007409113876683415,0.6824451796922993,0.7210841272130816,0.03863894752078223,0.23945986149822052,0.18586609907489907,-0.05359376242332145
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1800,1810,5,0.21551191178962303,0.21551191178962303,-0.9209352116157631,-0.9332256045356286,-0.012290392919865556,-1.8161675737894751,-1.8088875225220542,0.007280051267420928,0.6824451796922993,0.7214341662090575,0.038988986516758195,0.23945986149822052,0.1857737089094056,-0.05368615258881493
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1800,1810,6,0.21551191178962303,0.21551191178962303,-0.9209352116157631,-0.9332256045356286,-0.012290392919865556,-1.8161675737894751,-1.8088875225220542,0.007280051267420928,0.6824451796922993,0.7214341662090575,0.038988986516758195,0.23945986149822052,0.1857737089094056,-0.05368615258881493
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1000.02,1010.02,7,0.232079247282704,0.232079247282704,-0.9209352116157631,-0.898324444681404,0.02261076693435904,-1.8161675737894751,-1.7974346129458152,0.01873296084365994,0.6824451796922993,0.6663442883874753,-0.01610089130482406,0.23945986149822052,0.18151070240626102,-0.057949159091959496
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,1000.02,1010.02,8,0.232079247282704,0.232079247282704,-0.9209352116157631,-0.898324444681404,0.02261076693435904,-1.8161675737894751,-1.7974346129458152,0.01873296084365994,0.6824451796922993,0.6663442883874753,-0.01610089130482406,0.23945986149822052,0.18151070240626102,-0.057949159091959496
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10.02,1000.02,1010.04,9,0.2332099154873462,0.2332099154873462,-0.9209352116157631,-0.8980637217730686,0.022871489842694492,-1.8161675737894751,-1.7973074207218582,0.018860153067616903,0.6824451796922993,0.6660029378199933,-0.01644224187230603,0.23945986149822052,0.18160227111743504,-0.05785759038078547
kovacs_eig_01_008,50->100,10.000020000000001,1800.0,two_step,50,100,10,900,910,10,0.26678728882043157,0.26678728882043157,-0.9209352116157631,-0.8919578943226676,0.028977317293095495,-1.8161675737894751,-1.7950800117332204,0.021087562056254727,0.6824451796922993,0.6568595407622321,-0.025585638930067267,0.23945986149822052,0.18035740231044925,-0.05910245918777127
kovacs_eig_01_009,50->85,10.000020000000001,60.0,two_step,50,85,100,100.02,200.02,1,0.07420761313354417,0.07420761313354417,-0.7478574994172109,-0.7627881006829267,-0.01493060126571577,-1.6315597342153063,-1.6277669756651851,0.003792758550121178,0.5541885456617245,0.5491183119517508,-0.005070233709973726,-0.03052327631189189,-0.015455600248487703,0.015067676063404187
