mode,T1_C,t1_s,T2_C,t2_s,total_anneal_time_s,condition_key,rank,loss,target_loss,mean_uncertainty,target_activation_enthalpy_H_star_kj_mol,pred_activation_enthalpy_H_star_kj_mol,error_activation_enthalpy_H_star_kj_mol,target_activation_entropy_S_star_j_mol_K,pred_activation_entropy_S_star_j_mol_K,error_activation_entropy_S_star_j_mol_K
two_step,100,10,100,600,610,single_step|95|100.02||,6,0.5967286467182349,0.3332557316523501,12.665312419960904,455.4153145851741,473.23337429473435,17.81805970956026,986.8656138214928,1033.388154188517,46.52254036702425
single_step,50,300,,,300,single_step|95|100.02||,7,0.6020245090730992,0.5367001597705663,3.016217465126645,455.4153145851741,427.2752117775749,-28.14010280759919,986.8656138214928,910.2758743131205,-76.5897395083723
single_step,50,600,,,600,single_step|95|100.02||,8,0.6021888558288082,0.5367642514876673,2.7712302170570453,455.4153145851741,427.27182360648624,-28.14349097868785,986.8656138214928,910.2668113112562,-76.59880251023662
single_step,55,900,,,900,single_step|95|100.02||,9,0.6077271581883433,0.5367528252437325,2.7987166472305414,455.4153145851741,427.2724484023881,-28.14286618278601,986.8656138214928,910.2683647967311,-76.59724902476171
two_step,100,10,100,900,910,single_step|95|100.02||,10,0.6085507275494015,0.33518049004102823,12.910178542085331,455.4153145851741,473.334950931603,17.919636346428888,986.8656138214928,1033.6608517945147,46.79523797302181
two_step,95,10,100,600,610,two_step|50|10|100|1800,1,0.3820579382678815,0.1707422130652973,10.057452926795875,464.080702165651,473.1534434947198,9.072741329068776,1009.1671352867368,1033.1715752191196,24.004439932382866
two_step,90,10,100,600,610,two_step|50|10|100|1800,2,0.39248963931888714,0.17146550635586683,10.542873314817683,464.080702165651,473.19155314745257,9.110850981801548,1009.1671352867368,1033.2742342480922,24.107098961355405
two_step,90,30,100,1800,1830,two_step|50|10|100|1800,3,0.4265204261397546,0.17203143876022314,11.199449368976572,464.080702165651,473.2213398276021,9.140637661951075,1009.1671352867368,1033.3546539289505,24.187518642213718
two_step,85,10,100,600,610,two_step|50|10|100|1800,4,0.4273302132040654,0.17316804258453583,12.199775197643143,464.080702165651,473.28115670588454,9.200454540233522,1009.1671352867368,1033.516184441397,24.34904915466018
two_step,95,30,100,1800,1830,two_step|50|10|100|1800,5,0.4289645896474926,0.17167176045364785,11.339641459692242,464.080702165651,473.2023432103087,9.121641044657679,1009.1671352867368,1033.303740288858,24.136605002121314
two_step,100,10,100,600,610,two_step|50|10|100|1800,6,0.4357363660293191,0.17226345096343437,12.665312419960904,464.080702165651,473.23337429473435,9.152672129083328,1009.1671352867368,1033.388154188517,24.221018901780326
